PLAYERID,PLAYER_SLUG,WEAKNESSES
559470,alessandro-murgia,Discipline
871668,antoni-ivanov,Aerial duels
1035687,alexandru-oroian,Long balls
99430,florin-bejan,Long balls
152255,ismael-diomande,Discipline
1003297,alexandru-isfan,Long balls
1003297,alexandru-isfan,Passing
1003297,alexandru-isfan,Ball control
942138,valentin-ticu,Passing
942138,valentin-ticu,Long balls
69336,paul-papp,Discipline
873111,guilherme-garutti,Discipline
839694,alexandru-pop,Aerial duels
839694,alexandru-pop,Ball control
138898,frederic-maciel,Ball control
803768,miguel-silva,Passing
803768,miguel-silva,Long balls
840307,milen-zhelev,Long balls
840307,milen-zhelev,Passing
84523,francois-yabre,Long balls
962125,maksym-kovalov,Long shots saving
988782,allanzinho,Finishing
1417714,teixeira-goncalo,Finishing
82889,mihai-bordeianu,Discipline
803584,nicolas-samayoa,Discipline
889763,todor-todoroski,Long balls
942127,rares-ispas,Long balls
1107018,stefan-stefanovici,Long balls
844038,andrea-padula,Long balls
844038,andrea-padula,Discipline
1126662,radu-negru,Long balls
833255,astrit-selmani,Ball control
833255,astrit-selmani,Aerial duels
877614,hakim-abdallah,Ball control
962999,dennis-politic,Aerial duels
845884,kennedy-boateng,Discipline
1139772,razvan-pascalau,Error proneness
1131358,costin-amzar,Long balls
976070,josue-homawoo,Long balls
27531,adam-nemec,Penalty taking
27531,adam-nemec,Passing
891460,nicolae-carnat,Passing
891460,nicolae-carnat,Long balls
44410,daniel-florea,Aerial duels
340405,patricio-matricardi,Discipline
366908,andrei-pitian,Long balls
999025,stefan-bodisteanu,Ball control
1022783,enzo-lopez,Aerial duels
341101,juan-kaprof,Discipline
341101,juan-kaprof,Ball control
1006041,charles-petro,Long balls
812798,eduard-florescu,Aerial duels
845279,lorand-fulop,Ball control
845279,lorand-fulop,Aerial duels
131342,romario-benzar,Passing
131342,romario-benzar,Long balls
946331,alexandru-tiganasu,Passing
946331,alexandru-tiganasu,Long balls
932108,kasper-hogh,Ball control
1000263,albert-gronbaek,Ball control
181893,bard-finne,Ball control
936340,ulrik-mathisen,Finishing
936340,ulrik-mathisen,Ball control
51833,fredrik-gulbrandsen,Ball control
259101,aaron-olanare,Ball control
551358,kristian-eriksen,Ball control
163569,zlatko-tripic,Ball control
591876,lars-jorgen-salvesen,Ball control
1026541,sondre-klingen-langas,Error proneness
845378,sondre-flem-bjorshol,Long balls
1022122,jeppe-kjaer,Ball control
824991,stian-stray-molde,Long balls
313700,havar-jensen,Long shots saving
1026519,marko-farji,Finishing
984722,elias-hoff-melkersen,Ball control
858266,logi-tomasson,Long balls
50215,thomas-lehne-olsen,Passing
50215,thomas-lehne-olsen,Ball control
876494,ylldren-ibrahimaj,Ball control
1142228,august-karlin,Discipline
838607,henrik-udahl,Aerial duels
838607,henrik-udahl,Ball control
119170,pal-alexander-kirkevold,Passing
119170,pal-alexander-kirkevold,Ball control
1134558,niklas-odegard,Ball control
980539,simenstad-gard,Passing
825216,kristian-onsrud,Ball control
862374,oliver-kjaergaard,Ball control
843786,vegard-kongsro,Long balls
880778,pape-habib-gueye,Ball control
1026545,ole-christian-saeter,Ball control
1002489,jayden-nelson,Discipline
902084,sandvik-tagseth-edvard,Aerial duels
894245,adrian-nilsen-pereira,Ball control
934774,cornic-leo,Long balls
856645,anton-skipper,Discipline
1026518,johannes-nunez,Aerial duels
342893,remi-andre-svindland,Aerial duels
342893,remi-andre-svindland,Ground duels
1471771,hjorth-jonas-lange,Ground duels
894198,david-hickson-gyedu,Long balls
825374,idar-nordby-lysgard,Long shots saving
858230,vegard-erlien,Ball control
1141379,johnsgard-markus,Ground duels
1173574,faniel-temesgen-tewelde,Ball control
900079,bilal-njie,Ball control
1487163,bork-bang-kittilsen,Ball control
912999,mihajlo-ivancevic,Discipline
912999,mihajlo-ivancevic,Error proneness
958444,miettinen-tony,Discipline
958444,miettinen-tony,Aerial duels
112559,alexander-ruud-tveter,Passing
876595,eman-markovic,Ball control
980905,dunsby-jakob-maslo,Ball control
1143183,mettler-loris,Ground duels
1143183,mettler-loris,Aerial duels
807435,hugo-keto,Error proneness
1474331,sory-diarra,Ball control
1474331,sory-diarra,Discipline
870532,bruno-leite,Discipline
862078,meschack-elia,Aerial duels
1445188,conte-facinet,Ball control
352290,cedric-itten,Passing
352290,cedric-itten,Ball control
1065154,joel-monteiro,Ball control
881038,mohamed-camara,Discipline
857764,anthony-racioppi,Error proneness
1065145,shkelqim-vladi,Ball control
1008597,mohamed-haj-mahmoud,Discipline
1049523,cimignani-yanis,Ball control
1012175,mattia-zanotti,Discipline
1012175,mattia-zanotti,Aerial duels
888954,antonios-papadopoulos,Error proneness
830889,milton-valenzuela,Discipline
380974,enzo-crivelli,Ball control
769277,jeremy-guillemenot,Passing
769277,jeremy-guillemenot,Ball control
50302,miroslav-stevanovic,Ball control
802140,timothe-cognat,Aerial duels
308042,david-douline,Discipline
553488,chadrac-akolo,Aerial duels
877979,willem-geubbels,Ball control
929622,christian-witzig,Ball control
929622,christian-witzig,Passing
174243,lukas-gortler,Discipline
906042,abdoulaye-diaby,Long balls
873896,fabian-rohner,Aerial duels
865517,nishan-burkart,Long balls
359244,souleymane-diaby,Long balls
845356,silvan-sidler,Passing
845356,silvan-sidler,Aerial duels
1103077,afriyie-daniel,Ball control
945145,juan-jose-perea,Aerial duels
945145,juan-jose-perea,Ball control
809225,jonathan-okita,Ball control
809225,jonathan-okita,Aerial duels
119204,antonio-marchesano,Aerial duels
119204,antonio-marchesano,Ball control
1019971,conde-cheick-oumar,Discipline
831488,nikola-katic,Long balls
798826,mirlind-kryeziu,Discipline
926607,nemanja-tosic,Long balls
37367,fabio-daprela,Long balls
897290,sinan-karweina,Aerial duels
897290,sinan-karweina,Ball control
1150445,thibault-klidje,Ball control
1485011,lars-villiger,Aerial duels
814024,dario-ulrich,Long balls
1127584,severin-ottiger,Passing
978321,mamadou-kaly-sene,Ball control
1046302,alban-ajdini,Aerial duels
886289,brighton-labeau,Ball control
962288,manuel-polster,Ball control
1147932,gabor-szalai,Discipline
850895,morgan-poaty,Long balls
115569,noe-dussenne,Discipline
962404,kevin-mouanga,Discipline
839430,raoul-giger,Long balls
1395746,thierno-barry,Ball control
1395746,thierno-barry,Discipline
93766,taulant-xhaka,Discipline
276301,benjamin-kololli,Ball control
1129365,anton-kade,Long balls
1129365,anton-kade,Ball control
901843,comas-arnau,Discipline
883466,dominik-schmid,Long balls
948350,mahious-aimen,Ball control
1035619,kevin-omoruyi,Ball control
1069288,hugo-komano,Ground duels
978474,mohamed-tijani,Discipline
836941,renat-dadasov,Passing
836941,renat-dadasov,Ball control
190255,dorian-babunski,Ball control
43116,pascal-schurpf,Passing
963070,theo-ndicka-matam,Long balls
822583,joshua-laws,Discipline
1067444,elies-mahmoud,Discipline
877215,rayan-kadima,Long balls
